instance_file,solution_file,number_of_trolleys,number_of_boxes,total_distance
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141759_Z2.txt,..\data\solutions\instance_1122_141759_Z2_sol.txt,31,181,12061.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141760_Z1.txt,..\data\solutions\instance_1122_141760_Z1_sol.txt,30,180,3872.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141760_Z2.txt,..\data\solutions\instance_1122_141760_Z2_sol.txt,15,87,3175.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141761_Z1.txt,..\data\solutions\instance_1122_141761_Z1_sol.txt,68,408,23320.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1122_141761_Z2.txt,..\data\solutions\instance_1122_141761_Z2_sol.txt,52,312,19838.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141788_Z1.txt,..\data\solutions\instance_1123_141788_Z1_sol.txt,3,18,1092.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141788_Z2.txt,..\data\solutions\instance_1123_141788_Z2_sol.txt,5,28,2025.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141791_Z1.txt,..\data\solutions\instance_1123_141791_Z1_sol.txt,23,134,8306.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141791_Z2.txt,..\data\solutions\instance_1123_141791_Z2_sol.txt,27,160,11438.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141793_Z1.txt,..\data\solutions\instance_1123_141793_Z1_sol.txt,6,33,1714.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141793_Z2.txt,..\data\solutions\instance_1123_141793_Z2_sol.txt,6,32,2060.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141796_Z1.txt,..\data\solutions\instance_1123_141796_Z1_sol.txt,3,13,890.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141796_Z2.txt,..\data\solutions\instance_1123_141796_Z2_sol.txt,3,16,1164.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141797_Z1.txt,..\data\solutions\instance_1123_141797_Z1_sol.txt,6,32,2006.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141797_Z2.txt,..\data\solutions\instance_1123_141797_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141800_Z1.txt,..\data\solutions\instance_1123_141800_Z1_sol.txt,48,287,17107.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141800_Z2.txt,..\data\solutions\instance_1123_141800_Z2_sol.txt,66,392,28168.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141803_Z1.txt,..\data\solutions\instance_1123_141803_Z1_sol.txt,28,166,9721.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141803_Z2.txt,..\data\solutions\instance_1123_141803_Z2_sol.txt,34,203,14559.0
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141806_Z1.txt,..\data\solutions\instance_1123_141806_Z1_sol.txt,8,46,2594.5
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141806_Z2.txt,..\data\solutions\instance_1123_141806_Z2_sol.txt,8,47,2938.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141809_Z1.txt,..\data\solutions\instance_1123_141809_Z1_sol.txt,24,142,8687.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141809_Z2.txt,..\data\solutions\instance_1123_141809_Z2_sol.txt,28,164,11500.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141810_Z1.txt,..\data\solutions\instance_1123_141810_Z1_sol.txt,8,43,2790.8
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141810_Z2.txt,..\data\solutions\instance_1123_141810_Z2_sol.txt,7,39,2779.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141811_Z1.txt,..\data\solutions\instance_1123_141811_Z1_sol.txt,5,26,1631.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141811_Z2.txt,..\data\solutions\instance_1123_141811_Z2_sol.txt,6,35,1998.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141812_Z1.txt,..\data\solutions\instance_1123_141812_Z1_sol.txt,32,188,11004.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141812_Z2.txt,..\data\solutions\instance_1123_141812_Z2_sol.txt,41,246,16555.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141813_Z1.txt,..\data\solutions\instance_1123_141813_Z1_sol.txt,53,316,18009.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1123_141813_Z2.txt,..\data\solutions\instance_1123_141813_Z2_sol.txt,66,393,26866.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141834_Z1.txt,..\data\solutions\instance_1124_141834_Z1_sol.txt,4,22,1300.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141834_Z2.txt,..\data\solutions\instance_1124_141834_Z2_sol.txt,5,30,2083.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141836_Z1.txt,..\data\solutions\instance_1124_141836_Z1_sol.txt,24,140,8223.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141836_Z2.txt,..\data\solutions\instance_1124_141836_Z2_sol.txt,23,137,9701.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141839_Z1.txt,..\data\solutions\instance_1124_141839_Z1_sol.txt,6,34,1615.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141839_Z2.txt,..\data\solutions\instance_1124_141839_Z2_sol.txt,-1,-1,-1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141841_Z1.txt,..\data\solutions\instance_1124_141841_Z1_sol.txt,3,16,1078.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141841_Z2.txt,..\data\solutions\instance_1124_141841_Z2_sol.txt,3,17,1313.4
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141844_Z1.txt,..\data\solutions\instance_1124_141844_Z1_sol.txt,10,60,3455.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141844_Z2.txt,..\data\solutions\instance_1124_141844_Z2_sol.txt,13,75,5320.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141846_Z1.txt,..\data\solutions\instance_1124_141846_Z1_sol.txt,58,345,19990.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141846_Z2.txt,..\data\solutions\instance_1124_141846_Z2_sol.txt,53,314,22361.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141850_Z1.txt,..\data\solutions\instance_1124_141850_Z1_sol.txt,36,213,12107.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141850_Z2.txt,..\data\solutions\instance_1124_141850_Z2_sol.txt,30,176,12426.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141853_Z1.txt,..\data\solutions\instance_1124_141853_Z1_sol.txt,8,45,2458.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141853_Z2.txt,..\data\solutions\instance_1124_141853_Z2_sol.txt,6,34,2386.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141855_Z1.txt,..\data\solutions\instance_1124_141855_Z1_sol.txt,25,145,8389.3
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141855_Z2.txt,..\data\solutions\instance_1124_141855_Z2_sol.txt,23,137,9471.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141857_Z1.txt,..\data\solutions\instance_1124_141857_Z1_sol.txt,8,48,2661.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141857_Z2.txt,..\data\solutions\instance_1124_141857_Z2_sol.txt,11,66,4497.9
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141859_Z1.txt,..\data\solutions\instance_1124_141859_Z1_sol.txt,4,23,1310.6
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141859_Z2.txt,..\data\solutions\instance_1124_141859_Z2_sol.txt,4,23,1657.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141860_Z1.txt,..\data\solutions\instance_1124_141860_Z1_sol.txt,39,232,12835.1
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141860_Z2.txt,..\data\solutions\instance_1124_141860_Z2_sol.txt,35,209,14317.2
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141861_Z1.txt,..\data\solutions\instance_1124_141861_Z1_sol.txt,58,348,19643.7
C:\Users\mathi\Documents\TRAVAIL\IG2I\S9\Recherche Informatique\instances\instances\instance_1124_141861_Z2.txt,..\data\solutions\instance_1124_141861_Z2_sol.txt,50,297,19878.9
