instance_file,solution_file,number_of_trolleys,number_of_boxes,total_distance
instance_0927_139818_Z1.txt,instance_0927_139818_Z1_sol.txt,36,216,12717
instance_0927_139818_Z2.txt,instance_0927_139818_Z2_sol.txt,-1,-1,-1
instance_0927_139821_Z1.txt,instance_0927_139821_Z1_sol.txt,30,179,10612.5
instance_0927_139821_Z2.txt,instance_0927_139821_Z2_sol.txt,23,134,8290
instance_0927_139824_Z1.txt,instance_0927_139824_Z1_sol.txt,-1,-1,-1
instance_0927_139824_Z2.txt,instance_0927_139824_Z2_sol.txt,9,54,3341.7
instance_0927_139826_Z1.txt,instance_0927_139826_Z1_sol.txt,7,38,2209.9
instance_0927_139826_Z2.txt,instance_0927_139826_Z2_sol.txt,5,29,1743.9
instance_0927_139829_Z1.txt,instance_0927_139829_Z1_sol.txt,40,239,13254.4
instance_0927_139829_Z2.txt,instance_0927_139829_Z2_sol.txt,26,156,9755.5
instance_0927_139831_Z1.txt,instance_0927_139831_Z1_sol.txt,59,354,20138.7
instance_0927_139831_Z2.txt,instance_0927_139831_Z2_sol.txt,41,243,14927.5
instance_0927_139833_Z1.txt,instance_0927_139833_Z1_sol.txt,-1,-1,-1
instance_0927_139833_Z2.txt,instance_0927_139833_Z2_sol.txt,-1,-1,-1
instance_0927_139834_Z1.txt,instance_0927_139834_Z1_sol.txt,30,179,4631.1
instance_0927_139834_Z2.txt,instance_0927_139834_Z2_sol.txt,-1,-1,-1
instance_0928_139849_Z1.txt,instance_0928_139849_Z1_sol.txt,-1,-1,-1
instance_0928_139849_Z2.txt,instance_0928_139849_Z2_sol.txt,-1,-1,-1
instance_0928_139852_Z1.txt,instance_0928_139852_Z1_sol.txt,9,52,3136.2
instance_0928_139852_Z2.txt,instance_0928_139852_Z2_sol.txt,6,34,2244.9
instance_0928_139855_Z1.txt,instance_0928_139855_Z1_sol.txt,31,184,10485.7
